"device_id","datetime","CO","status1","CO2","status2","NOx","status3","O3","status4","PM2_5","status5","AQHI","status6","NO2","status7","NO","status8"
"30005","2018-02-07 13:56:58","240.817",NULL,NULL,NULL,NULL,NULL,"6.80621",NULL,"13.09",NULL,NULL,NULL,"14.8319",NULL,"8.85886",NULL
"30005","2018-02-07 13:57:58","234.796",NULL,NULL,NULL,NULL,NULL,"9.03926",NULL,"8.86",NULL,NULL,NULL,"13.1106",NULL,"8.3399",NULL
"30005","2018-02-07 13:58:59","225.535",NULL,NULL,NULL,NULL,NULL,"8.92259",NULL,"9.47",NULL,NULL,NULL,"13.0926",NULL,"8.44254",NULL
"30005","2018-02-07 13:59:59","250.284",NULL,NULL,NULL,NULL,NULL,"8.89048",NULL,"18.32",NULL,NULL,NULL,"13.2879",NULL,"8.27991",NULL
"30005","2018-02-07 14:01:59","233.536",NULL,NULL,NULL,NULL,NULL,"8.44221",NULL,"10.29",NULL,NULL,NULL,"13.0799",NULL,"8.28443",NULL
"30005","2018-02-07 14:03:59","229.326",NULL,NULL,NULL,NULL,NULL,"8.7907",NULL,"10.43",NULL,NULL,NULL,"12.8857",NULL,"8.18178",NULL
"30005","2018-02-07 14:08:59","258.393",NULL,NULL,NULL,NULL,NULL,"6.16821",NULL,"12.5",NULL,NULL,NULL,"15.7416",NULL,"8.88215",NULL
"30005","2018-02-07 14:21:59","405.572",NULL,NULL,NULL,NULL,NULL,"6.82114",NULL,"17.43",NULL,NULL,NULL,"17.4094",NULL,"9.32639",NULL
"30005","2018-02-07 14:22:59","281.318",NULL,NULL,NULL,NULL,NULL,"6.55802",NULL,"11.75",NULL,NULL,NULL,"15.6798",NULL,"9.03078",NULL
"30005","2018-02-07 14:24:59","264.81",NULL,NULL,NULL,NULL,NULL,"8.53556",NULL,"13.08",NULL,NULL,NULL,"14.6042",NULL,"8.65733",NULL
"30005","2018-02-07 14:28:59","226.69",NULL,NULL,NULL,NULL,NULL,"8.50594",NULL,"10.65",NULL,NULL,NULL,"12.9036",NULL,"8.29126",NULL
"30005","2018-02-07 14:29:59","230.391",NULL,NULL,NULL,NULL,NULL,"8.51139",NULL,"13.27",NULL,NULL,NULL,"12.7228",NULL,"8.4468",NULL
"30005","2018-02-07 14:31:58","254.546",NULL,NULL,NULL,NULL,NULL,"6.21276",NULL,"14.25",NULL,NULL,NULL,"14.4173",NULL,"8.66856",NULL
"30005","2018-02-07 14:33:59","222.957",NULL,NULL,NULL,NULL,NULL,"6.72503",NULL,"11.94",NULL,NULL,NULL,"13.9508",NULL,"8.64865",NULL
"30005","2018-02-07 14:35:59","269.952",NULL,NULL,NULL,NULL,NULL,"7.33377",NULL,"12.95",NULL,NULL,NULL,"14.9328",NULL,"8.49099",NULL
"30005","2018-02-07 14:37:59","275.491",NULL,NULL,NULL,NULL,NULL,"8.49967",NULL,"11.05",NULL,NULL,NULL,"14.5976",NULL,"7.91654",NULL
"30005","2018-02-07 14:39:59","251.048",NULL,NULL,NULL,NULL,NULL,"4.96459",NULL,"13.2",NULL,NULL,NULL,"15.4909",NULL,"8.18608",NULL
"30005","2018-02-07 14:41:59","321.073",NULL,NULL,NULL,NULL,NULL,"6.84288",NULL,"11.43",NULL,NULL,NULL,"17.8925",NULL,"9.05659",NULL
"30005","2018-02-07 14:46:59","246.031",NULL,NULL,NULL,NULL,NULL,"7.11797",NULL,"10.82",NULL,NULL,NULL,"14.9265",NULL,"8.23161",NULL
"30005","2018-02-07 14:52:59","279.555",NULL,NULL,NULL,NULL,NULL,"9.04247",NULL,"12.32",NULL,NULL,NULL,"17.1209",NULL,"8.32769",NULL
"30005","2018-02-07 14:54:59","231.74",NULL,NULL,NULL,NULL,NULL,"8.86459",NULL,"10.38",NULL,NULL,NULL,"13.7489",NULL,"8.20925",NULL
"30005","2018-02-07 14:56:59","221.707",NULL,NULL,NULL,NULL,NULL,"10.5679",NULL,"10.02",NULL,NULL,NULL,"12.2346",NULL,"8.19292",NULL
"30005","2018-02-07 14:58:59","232.93",NULL,NULL,NULL,NULL,NULL,"10.1697",NULL,"8.65",NULL,NULL,NULL,"12.6084",NULL,"8.14913",NULL
"30005","2018-02-07 15:00:59","237.903",NULL,NULL,NULL,NULL,NULL,"10.2969",NULL,"8.77",NULL,NULL,NULL,"12.6017",NULL,"7.9774",NULL
"30005","2018-02-07 15:02:59","229.138",NULL,NULL,NULL,NULL,NULL,"9.74372",NULL,"9.92",NULL,NULL,NULL,"12.3585",NULL,"8.34236",NULL
"30005","2018-02-07 15:04:09","261.083",NULL,NULL,NULL,NULL,NULL,"8.66279",NULL,"9.7",NULL,NULL,NULL,"13.5845",NULL,"8.52503",NULL
"30005","2018-02-07 15:05:59","261.914",NULL,NULL,NULL,NULL,NULL,"9.84106",NULL,"11.51",NULL,NULL,NULL,"13.5027",NULL,"8.28954",NULL
"30005","2018-02-07 15:07:59","264.86",NULL,NULL,NULL,NULL,NULL,"7.55961",NULL,"10.8",NULL,NULL,NULL,"14.3581",NULL,"8.71938",NULL
"30005","2018-02-07 15:09:59","249.658",NULL,NULL,NULL,NULL,NULL,"5.90749",NULL,"23.14",NULL,NULL,NULL,"15.3314",NULL,"9.9764",NULL
"30005","2018-02-07 15:11:59","238.611",NULL,NULL,NULL,NULL,NULL,"6.40893",NULL,"16.46",NULL,NULL,NULL,"14.6762",NULL,"8.32344",NULL
"30005","2018-02-07 15:13:59","256.742",NULL,NULL,NULL,NULL,NULL,"8.59653",NULL,"13.86",NULL,NULL,NULL,"14.9106",NULL,"8.33731",NULL
"30005","2018-02-07 15:15:59","324.57",NULL,NULL,NULL,NULL,NULL,"10.6168",NULL,"13.45",NULL,NULL,NULL,"16.1836",NULL,"8.28695",NULL
"30005","2018-02-07 15:17:59","198.733",NULL,NULL,NULL,NULL,NULL,"8.88434",NULL,"11.54",NULL,NULL,NULL,"14.4512",NULL,"8.11755",NULL
"30005","2018-02-07 15:24:59","218.481",NULL,NULL,NULL,NULL,NULL,"8.83654",NULL,"10.37",NULL,NULL,NULL,"12.9058",NULL,"7.92313",NULL
"30005","2018-02-07 15:25:59","239.658",NULL,NULL,NULL,NULL,NULL,"8.10329",NULL,"12.8",NULL,NULL,NULL,"13.6699",NULL,"8.13095",NULL
"30005","2018-02-07 15:26:59","238.6",NULL,NULL,NULL,NULL,NULL,"7.49617",NULL,"12.65",NULL,NULL,NULL,"14.1345",NULL,"8.32192",NULL
"30005","2018-02-07 15:28:59","243.759",NULL,NULL,NULL,NULL,NULL,"7.04252",NULL,"13.91",NULL,NULL,NULL,"14.4701",NULL,"8.22531",NULL
"30005","2018-02-07 15:30:59","222.16",NULL,NULL,NULL,NULL,NULL,"8.63113",NULL,"13.12",NULL,NULL,NULL,"13.1541",NULL,"8.20872",NULL
"30005","2018-02-07 15:32:59","259.867",NULL,NULL,NULL,NULL,NULL,"10.2253",NULL,"11.87",NULL,NULL,NULL,"13.751",NULL,"7.90952",NULL
"30005","2018-02-07 15:35:59","259.696",NULL,NULL,NULL,NULL,NULL,"8.88141",NULL,"12.75",NULL,NULL,NULL,"15.9581",NULL,"8.17222",NULL
"30005","2018-02-07 15:36:59","256.233",NULL,NULL,NULL,NULL,NULL,"8.41576",NULL,"12.6",NULL,NULL,NULL,"15.5332",NULL,"8.3602",NULL
"30005","2018-02-07 15:38:59","228.136",NULL,NULL,NULL,NULL,NULL,"9.03568",NULL,"10.17",NULL,NULL,NULL,"13.3113",NULL,"8.21801",NULL
"30005","2018-02-07 15:43:00","212.001",NULL,NULL,NULL,NULL,NULL,"10.116",NULL,"10.68",NULL,NULL,NULL,"12.3005",NULL,"7.98032",NULL
"30005","2018-02-07 15:43:59","223.56",NULL,NULL,NULL,NULL,NULL,"10.7506",NULL,"11.8",NULL,NULL,NULL,"12.6584",NULL,"8.01025",NULL
"30005","2018-02-07 15:45:59","222.841",NULL,NULL,NULL,NULL,NULL,"10.7103",NULL,"13.61",NULL,NULL,NULL,"13.0995",NULL,"8.39445",NULL
"30005","2018-02-07 15:47:59","294.518",NULL,NULL,NULL,NULL,NULL,"7.81488",NULL,"11.64",NULL,NULL,NULL,"15.9929",NULL,"9.31956",NULL
"30005","2018-02-07 15:48:59","247.472",NULL,NULL,NULL,NULL,NULL,"9.48397",NULL,"13.49",NULL,NULL,NULL,"13.6649",NULL,"8.30228",NULL
"30005","2018-02-07 15:49:59","234.967",NULL,NULL,NULL,NULL,NULL,"9.71331",NULL,"19.18",NULL,NULL,NULL,"13.1593",NULL,"8.09465",NULL
"30005","2018-02-07 15:53:59","218.278",NULL,NULL,NULL,NULL,NULL,"10.3045",NULL,"10.4",NULL,NULL,NULL,"12.7509",NULL,"8.67777",NULL
"30005","2018-02-07 15:55:59","249.709",NULL,NULL,NULL,NULL,NULL,"9.47235",NULL,"13.46",NULL,NULL,NULL,"13.6232",NULL,"8.27314",NULL
"30005","2018-02-07 15:57:59","260.918",NULL,NULL,NULL,NULL,NULL,"8.61923",NULL,"11.29",NULL,NULL,NULL,"15.8405",NULL,"9.16567",NULL
"30005","2018-02-07 16:01:59","243.975",NULL,NULL,NULL,NULL,NULL,"12.7699",NULL,"9.29",NULL,NULL,NULL,"11.6199",NULL,"8.33028",NULL
"30005","2018-02-07 16:03:59","228.521",NULL,NULL,NULL,NULL,NULL,"11.944",NULL,"9.35",NULL,NULL,NULL,"11.134",NULL,"8.29119",NULL
"30005","2018-02-07 16:05:59","229.237",NULL,NULL,NULL,NULL,NULL,"11.6084",NULL,"8.96",NULL,NULL,NULL,"12.8593",NULL,"8.01682",NULL
"30005","2018-02-07 16:07:59","242.851",NULL,NULL,NULL,NULL,NULL,"11.3556",NULL,"13.66",NULL,NULL,NULL,"14.3493",NULL,"8.64228",NULL
"30005","2018-02-07 16:09:59","216.815",NULL,NULL,NULL,NULL,NULL,"11.2642",NULL,"9.28",NULL,NULL,NULL,"12.9401",NULL,"8.02055",NULL
"30005","2018-02-07 16:10:59","212.004",NULL,NULL,NULL,NULL,NULL,"11.4595",NULL,"10.23",NULL,NULL,NULL,"12.7986",NULL,"7.92996",NULL
"30005","2018-02-07 16:12:59","238.11",NULL,NULL,NULL,NULL,NULL,"10.4535",NULL,"9.63",NULL,NULL,NULL,"13.6118",NULL,"8.32519",NULL
"30005","2018-02-07 16:13:59","174.427",NULL,NULL,NULL,NULL,NULL,"10.0663",NULL,"10.31",NULL,NULL,NULL,"13.0432",NULL,"8.56445",NULL
"30005","2018-02-07 16:15:59","253.154",NULL,NULL,NULL,NULL,NULL,"10.7203",NULL,"9.89",NULL,NULL,NULL,"12.9545",NULL,"7.98018",NULL
"30005","2018-02-07 16:20:59","211.692",NULL,NULL,NULL,NULL,NULL,"10.7853",NULL,"7.6",NULL,NULL,NULL,"12.0901",NULL,"7.8656",NULL
"30005","2018-02-07 16:22:59","223.164",NULL,NULL,NULL,NULL,NULL,"10.6384",NULL,"9.46",NULL,NULL,NULL,"12.3373",NULL,"7.99227",NULL
"30005","2018-02-07 16:24:59","224.067",NULL,NULL,NULL,NULL,NULL,"9.69684",NULL,"9.69",NULL,NULL,NULL,"13.3288",NULL,"8.06061",NULL
"30005","2018-02-07 16:25:59","210.116",NULL,NULL,NULL,NULL,NULL,"11.1301",NULL,"8.08",NULL,NULL,NULL,"11.9942",NULL,"7.92028",NULL
"30005","2018-02-07 16:27:59","222.224",NULL,NULL,NULL,NULL,NULL,"10.5057",NULL,"9.21",NULL,NULL,NULL,"13.4609",NULL,"8.03314",NULL
"30005","2018-02-07 16:29:59","204.315",NULL,NULL,NULL,NULL,NULL,"11.5294",NULL,"8.77",NULL,NULL,NULL,"11.7202",NULL,"8.0486",NULL
"30005","2018-02-07 16:30:59","204.548",NULL,NULL,NULL,NULL,NULL,"12.2502",NULL,"8.73",NULL,NULL,NULL,"11.1068",NULL,"7.99638",NULL
"30005","2018-02-07 16:32:59","213.754",NULL,NULL,NULL,NULL,NULL,"11.3727",NULL,"6.1",NULL,NULL,NULL,"11.3463",NULL,"7.96175",NULL
"30005","2018-02-07 16:34:59","203.942",NULL,NULL,NULL,NULL,NULL,"11.2178",NULL,"7.63",NULL,NULL,NULL,"11.4591",NULL,"8.04967",NULL
"30005","2018-02-07 16:37:59","204.272",NULL,NULL,NULL,NULL,NULL,"10.7597",NULL,"7.19",NULL,NULL,NULL,"11.8401",NULL,"7.96938",NULL
"30005","2018-02-07 16:39:59","200.221",NULL,NULL,NULL,NULL,NULL,"10.4779",NULL,"9.06",NULL,NULL,NULL,"11.8564",NULL,"8.05378",NULL
"30005","2018-02-07 16:41:59","211.704",NULL,NULL,NULL,NULL,NULL,"8.57387",NULL,"8.08",NULL,NULL,NULL,"12.9267",NULL,"7.80833",NULL
"30005","2018-02-07 16:43:59","247.898",NULL,NULL,NULL,NULL,NULL,"8.13066",NULL,"9.66",NULL,NULL,NULL,"14.9375",NULL,"7.84271",NULL
"30005","2018-02-07 16:47:59","253.524",NULL,NULL,NULL,NULL,NULL,"6.72721",NULL,"14.73",NULL,NULL,NULL,"15.9608",NULL,"9.32168",NULL
"30005","2018-02-07 16:48:59","225.285",NULL,NULL,NULL,NULL,NULL,"8.86671",NULL,"15.06",NULL,NULL,NULL,"14.0433",NULL,"8.18198",NULL
"30005","2018-02-07 16:50:59","193.36",NULL,NULL,NULL,NULL,NULL,"9.69872",NULL,"8.36",NULL,NULL,NULL,"13.0575",NULL,"7.98816",NULL
"30005","2018-02-07 16:52:59","359.142",NULL,NULL,NULL,NULL,NULL,"8.41039",NULL,"10.85",NULL,NULL,NULL,"16.3881",NULL,"8.29903",NULL
"30005","2018-02-07 16:54:59","425.28",NULL,NULL,NULL,NULL,NULL,"7.203",NULL,"9.88",NULL,NULL,NULL,"18.6045",NULL,"11.8924",NULL
"30005","2018-02-07 16:55:59","325.887",NULL,NULL,NULL,NULL,NULL,"7.50003",NULL,"10.31",NULL,NULL,NULL,"15.943",NULL,"9.49977",NULL
"30005","2018-02-07 16:57:59","231.246",NULL,NULL,NULL,NULL,NULL,"7.84438",NULL,"10.57",NULL,NULL,NULL,"14.6543",NULL,"8.39437",NULL
"30005","2018-02-07 16:58:59","259.296",NULL,NULL,NULL,NULL,NULL,"7.41875",NULL,"9.76",NULL,NULL,NULL,"15.115",NULL,"8.035",NULL
"30005","2018-02-07 17:00:59","260.648",NULL,NULL,NULL,NULL,NULL,"8.82065",NULL,"6.85",NULL,NULL,NULL,"14.3854",NULL,"8.03069",NULL
"30005","2018-02-07 17:02:59","209.701",NULL,NULL,NULL,NULL,NULL,"10.7569",NULL,"8.32",NULL,NULL,NULL,"11.869",NULL,"8.12869",NULL
"30005","2018-02-07 17:03:59","213.645",NULL,NULL,NULL,NULL,NULL,"9.65102",NULL,"8.05",NULL,NULL,NULL,"12.5579",NULL,"7.93945",NULL
"30005","2018-02-07 17:06:59","289.592",NULL,NULL,NULL,NULL,NULL,"8.9035",NULL,"8.2",NULL,NULL,NULL,"14.4372",NULL,"8.63099",NULL
"30005","2018-02-07 17:08:59","255.012",NULL,NULL,NULL,NULL,NULL,"7.70817",NULL,"10.63",NULL,NULL,NULL,"13.8701",NULL,"7.85804",NULL
"30005","2018-02-07 17:12:59","244.28",NULL,NULL,NULL,NULL,NULL,"7.36292",NULL,"8.39",NULL,NULL,NULL,"15.1491",NULL,"7.98982",NULL
"30005","2018-02-07 17:14:59","213.094",NULL,NULL,NULL,NULL,NULL,"9.22668",NULL,"6.71",NULL,NULL,NULL,"12.8732",NULL,"8.00282",NULL
"30005","2018-02-07 17:16:59","229.702",NULL,NULL,NULL,NULL,NULL,"8.22279",NULL,"9.4",NULL,NULL,NULL,"14.2023",NULL,"7.97349",NULL
"30005","2018-02-07 17:18:59","233.551",NULL,NULL,NULL,NULL,NULL,"8.76951",NULL,"9.59",NULL,NULL,NULL,"13.6065",NULL,"8.09465",NULL
"30005","2018-02-07 17:20:59","238.256",NULL,NULL,NULL,NULL,NULL,"9.79468",NULL,"6.87",NULL,NULL,NULL,"13.5253",NULL,"7.86573",NULL
"30005","2018-02-07 17:23:59","235.396",NULL,NULL,NULL,NULL,NULL,"10.5303",NULL,"10.82",NULL,NULL,NULL,"12.3175",NULL,"7.79082",NULL
"30005","2018-02-07 17:27:59","208.258",NULL,NULL,NULL,NULL,NULL,"8.87998",NULL,"7.33",NULL,NULL,NULL,"12.373",NULL,"7.76335",NULL
"30005","2018-02-07 17:29:59","205.042",NULL,NULL,NULL,NULL,NULL,"8.41367",NULL,"7.96",NULL,NULL,NULL,"12.592",NULL,"7.65067",NULL
"30005","2018-02-07 17:35:59","234.56",NULL,NULL,NULL,NULL,NULL,"5.53343",NULL,"9.54",NULL,NULL,NULL,"14.8189",NULL,"7.82075",NULL
"30005","2018-02-07 17:37:59","224.955",NULL,NULL,NULL,NULL,NULL,"6.27718",NULL,"9.34",NULL,NULL,NULL,"14.6278",NULL,"7.84364",NULL
"30005","2018-02-07 17:39:59","205.242",NULL,NULL,NULL,NULL,NULL,"6.61246",NULL,"8.31",NULL,NULL,NULL,"13.9171",NULL,"7.765",NULL
"30005","2018-02-07 17:44:59","248.941",NULL,NULL,NULL,NULL,NULL,"5.98561",NULL,"10.22",NULL,NULL,NULL,"15.4637",NULL,"8.02571",NULL
"30005","2018-02-07 17:48:59","221.299",NULL,NULL,NULL,NULL,NULL,"3.95593",NULL,"9.85",NULL,NULL,NULL,"16.2703",NULL,"8.10415",NULL
"30005","2018-02-07 17:52:59","358.892",NULL,NULL,NULL,NULL,NULL,"7.61719",NULL,"13.22",NULL,NULL,NULL,"17.2384",NULL,"7.82659",NULL
"30005","2018-02-07 17:57:59","253.115",NULL,NULL,NULL,NULL,NULL,"5.14409",NULL,"8.98",NULL,NULL,NULL,"15.6126",NULL,"7.98032",NULL
"30005","2018-02-07 17:59:59","268.584",NULL,NULL,NULL,NULL,NULL,"3.56926",NULL,"22.08",NULL,NULL,NULL,"16.5217",NULL,"7.90667",NULL
"30005","2018-02-07 18:01:59","258.706",NULL,NULL,NULL,NULL,NULL,"2.76748",NULL,"10.02",NULL,NULL,NULL,"16.8952",NULL,"8.12623",NULL
"30005","2018-02-07 18:03:59","257.115",NULL,NULL,NULL,NULL,NULL,"3.88456",NULL,"9.07",NULL,NULL,NULL,"16.178",NULL,"8.15989",NULL
"30005","2018-02-07 18:05:59","275.801",NULL,NULL,NULL,NULL,NULL,"1.59829",NULL,"14.3",NULL,NULL,NULL,"17.7444",NULL,"10.6865",NULL
"30005","2018-02-07 18:10:59","342.65",NULL,NULL,NULL,NULL,NULL,"2.66044",NULL,"10.66",NULL,NULL,NULL,"19.314",NULL,"8.70651",NULL
"30005","2018-02-07 18:12:59","300.42",NULL,NULL,NULL,NULL,NULL,"3.3537",NULL,"9.98",NULL,NULL,NULL,"18.105",NULL,"8.13845",NULL
"30005","2018-02-07 18:14:59","310.064",NULL,NULL,NULL,NULL,NULL,"2.72407",NULL,"11.56",NULL,NULL,NULL,"19.894",NULL,"8.50048",NULL
"30005","2018-02-07 18:16:59","242.558",NULL,NULL,NULL,NULL,NULL,"3.3752",NULL,"10.37",NULL,NULL,NULL,"16.9809",NULL,"8.02385",NULL
"30005","2018-02-07 18:21:00","254.023",NULL,NULL,NULL,NULL,NULL,"-0.766605",NULL,"11.63",NULL,NULL,NULL,"17.7692",NULL,"8.51163",NULL
"30005","2018-02-07 18:22:59","262.753",NULL,NULL,NULL,NULL,NULL,"-1.40655",NULL,"11.24",NULL,NULL,NULL,"18.3543",NULL,"8.27567",NULL
"30005","2018-02-07 18:24:59","262.329",NULL,NULL,NULL,NULL,NULL,"0.372567",NULL,"11.68",NULL,NULL,NULL,"18.8727",NULL,"8.13274",NULL
"30005","2018-02-07 18:26:59","378.62",NULL,NULL,NULL,NULL,NULL,"1.42687",NULL,"17.4",NULL,NULL,NULL,"20.905",NULL,"9.33588",NULL
"30005","2018-02-07 18:28:59","249.271",NULL,NULL,NULL,NULL,NULL,"2.0839",NULL,"9.88",NULL,NULL,NULL,"17.4434",NULL,"7.99539",NULL
"30005","2018-02-07 18:30:59","311.335",NULL,NULL,NULL,NULL,NULL,"1.39743",NULL,"12.44",NULL,NULL,NULL,"20.7651",NULL,"8.15451",NULL
"30005","2018-02-07 18:35:59","270.251",NULL,NULL,NULL,NULL,NULL,"1.67031",NULL,"12.83",NULL,NULL,NULL,"17.7331",NULL,"8.0851",NULL
"30005","2018-02-07 18:38:00","257.348",NULL,NULL,NULL,NULL,NULL,"2.27775",NULL,"12.56",NULL,NULL,NULL,"16.8984",NULL,"7.84775",NULL
"30005","2018-02-07 18:43:00","261.208",NULL,NULL,NULL,NULL,NULL,"0.921565",NULL,"12.4",NULL,NULL,NULL,"17.7848",NULL,"7.89281",NULL
"30005","2018-02-07 18:44:59","261.57",NULL,NULL,NULL,NULL,NULL,"1.53667",NULL,"9.49",NULL,NULL,NULL,"17.7971",NULL,"8.48539",NULL
"30005","2018-02-07 18:47:00","238.745",NULL,NULL,NULL,NULL,NULL,"2.02744",NULL,"9.85",NULL,NULL,NULL,"17.0944",NULL,"8.16838",NULL
"30005","2018-02-07 18:48:59","242.932",NULL,NULL,NULL,NULL,NULL,"1.01468",NULL,"13.67",NULL,NULL,NULL,"17.6505",NULL,"7.72659",NULL
"30005","2018-02-07 18:51:00","282.116",NULL,NULL,NULL,NULL,NULL,"0.238719",NULL,"9.36",NULL,NULL,NULL,"18.6891",NULL,"8.2212",NULL
"30005","2018-02-07 18:52:00","264.607",NULL,NULL,NULL,NULL,NULL,"0.8481",NULL,"9.87",NULL,NULL,NULL,"17.9756",NULL,"7.96938",NULL
"30005","2018-02-07 18:53:00","256.484",NULL,NULL,NULL,NULL,NULL,"0.905944",NULL,"10.15",NULL,NULL,NULL,"17.9648",NULL,"8.20872",NULL
"30005","2018-02-07 18:53:59","277.315",NULL,NULL,NULL,NULL,NULL,"1.08551",NULL,"12.98",NULL,NULL,NULL,"18.4686",NULL,"8.49099",NULL
"30005","2018-02-07 18:55:00","254.858",NULL,NULL,NULL,NULL,NULL,"2.33854",NULL,"8.2",NULL,NULL,NULL,"16.7185",NULL,"8.06718",NULL
"30005","2018-02-07 18:57:00","223.299",NULL,NULL,NULL,NULL,NULL,"4.02285",NULL,"8.6",NULL,NULL,NULL,"15.16",NULL,"7.78133",NULL
"30005","2018-02-07 18:59:00","266.42",NULL,NULL,NULL,NULL,NULL,"2.72856",NULL,"9.29",NULL,NULL,NULL,"16.9725",NULL,"7.84529",NULL
"30005","2018-02-07 19:00:00","248.348",NULL,NULL,NULL,NULL,NULL,"3.60743",NULL,"7.66",NULL,NULL,NULL,"16.4552",NULL,"7.85631",NULL
"30005","2018-02-07 19:02:59","241.114",NULL,NULL,NULL,NULL,NULL,"3.22089",NULL,"10.36",NULL,NULL,NULL,"16.267",NULL,"7.92525",NULL
"30005","2018-02-07 19:05:00","219.618",NULL,NULL,NULL,NULL,NULL,"4.94036",NULL,"8.35",NULL,NULL,NULL,"14.3049",NULL,"7.94437",NULL
"30005","2018-02-07 19:05:59","218.249",NULL,NULL,NULL,NULL,NULL,"5.09219",NULL,"7.72",NULL,NULL,NULL,"14.2581",NULL,"7.72818",NULL
"30005","2018-02-07 19:07:59","206.679",NULL,NULL,NULL,NULL,NULL,"4.99781",NULL,"6.41",NULL,NULL,NULL,"14.2699",NULL,"7.77284",NULL
"30005","2018-02-07 19:09:59","229.983",NULL,NULL,NULL,NULL,NULL,"3.3853",NULL,"7.3",NULL,NULL,NULL,"15.4757",NULL,"8.57644",NULL
"30005","2018-02-07 19:11:00","219.081",NULL,NULL,NULL,NULL,NULL,"4.31489",NULL,"7.78",NULL,NULL,NULL,"14.6483",NULL,"8.00733",NULL
"30005","2018-02-07 19:12:59","238.478",NULL,NULL,NULL,NULL,NULL,"3.37513",NULL,"8.53",NULL,NULL,NULL,"16.1886",NULL,"7.91444",NULL
"30005","2018-02-07 19:15:00","230.916",NULL,NULL,NULL,NULL,NULL,"3.47447",NULL,"7.96",NULL,NULL,NULL,"15.7463",NULL,"7.72115",NULL
"30005","2018-02-07 19:19:59","247.413",NULL,NULL,NULL,NULL,NULL,"0.827888",NULL,"9.53",NULL,NULL,NULL,"17.3884",NULL,"8.01974",NULL
"30005","2018-02-07 19:21:00","294.76",NULL,NULL,NULL,NULL,NULL,"1.92225",NULL,"9.34",NULL,NULL,NULL,"17.7356",NULL,"8.07667",NULL
"30005","2018-02-07 19:22:00","391.788",NULL,NULL,NULL,NULL,NULL,"4.32142",NULL,"8.34",NULL,NULL,NULL,"17.8083",NULL,"7.92956",NULL
"30005","2018-02-07 19:22:59","224.818",NULL,NULL,NULL,NULL,NULL,"2.32407",NULL,"8.21",NULL,NULL,NULL,"16.8212",NULL,"8.09711",NULL
"30005","2018-02-07 19:28:00","270.425",NULL,NULL,NULL,NULL,NULL,"1.12844",NULL,"9.96",NULL,NULL,NULL,"17.6411",NULL,"8.01025",NULL
"30005","2018-02-07 19:30:00","276.19",NULL,NULL,NULL,NULL,NULL,"2.27947",NULL,"10.35",NULL,NULL,NULL,"17.6249",NULL,"8.05378",NULL
"30005","2018-02-07 19:31:00","267.201",NULL,NULL,NULL,NULL,NULL,"0.9653",NULL,"9.46",NULL,NULL,NULL,"17.7781",NULL,"8.35317",NULL
"30005","2018-02-07 19:33:00","314.356",NULL,NULL,NULL,NULL,NULL,"0.55806",NULL,"13.25",NULL,NULL,NULL,"20.2867",NULL,"8.71261",NULL
"30005","2018-02-07 19:34:59","282.035",NULL,NULL,NULL,NULL,NULL,"-0.720782",NULL,"12.39",NULL,NULL,NULL,"19.0039",NULL,"7.96175",NULL
"30005","2018-02-07 19:39:00","308.889",NULL,NULL,NULL,NULL,NULL,"-1.54521",NULL,"14.64",NULL,NULL,NULL,"20.2916",NULL,"8.05909",NULL
"30005","2018-02-07 19:41:00","390.477",NULL,NULL,NULL,NULL,NULL,"-0.566656",NULL,"13.54",NULL,NULL,NULL,"21.9614",NULL,"8.62868",NULL
"30005","2018-02-07 19:42:00","331.697",NULL,NULL,NULL,NULL,NULL,"-1.04155",NULL,"16.32",NULL,NULL,NULL,"20.509",NULL,"8.55927",NULL
"30005","2018-02-07 19:43:59","283.544",NULL,NULL,NULL,NULL,NULL,"-0.261455",NULL,"20.21",NULL,NULL,NULL,"19.0672",NULL,"8.25477",NULL
"30005","2018-02-07 19:46:00","276.802",NULL,NULL,NULL,NULL,NULL,"-1.29331",NULL,"15.3",NULL,NULL,NULL,"19.7321",NULL,"8.30487",NULL
"30005","2018-02-07 19:50:00","400.705",NULL,NULL,NULL,NULL,NULL,"-1.46878",NULL,"14.32",NULL,NULL,NULL,"21.6702",NULL,"9.23515",NULL
"30005","2018-02-07 19:50:59","298.281",NULL,NULL,NULL,NULL,NULL,"-2.00834",NULL,"13.63",NULL,NULL,NULL,"19.9172",NULL,"8.52934",NULL
"30005","2018-02-07 19:52:59","272.393",NULL,NULL,NULL,NULL,NULL,"-2.27771",NULL,"17.72",NULL,NULL,NULL,"19.0394",NULL,"8.3484",NULL
"30005","2018-02-07 19:54:59","304.306",NULL,NULL,NULL,NULL,NULL,"-2.4652",NULL,"18.24",NULL,NULL,NULL,"19.6542",NULL,"8.23181",NULL
"30005","2018-02-07 19:57:00","283.309",NULL,NULL,NULL,NULL,NULL,"-2.22985",NULL,"14.96",NULL,NULL,NULL,"19.6261",NULL,"8.64361",NULL
"30005","2018-02-07 19:59:00","281.399",NULL,NULL,NULL,NULL,NULL,"-2.26983",NULL,"15.7",NULL,NULL,NULL,"19.5644",NULL,"8.70081",NULL
"30005","2018-02-07 20:01:00","313.802",NULL,NULL,NULL,NULL,NULL,"-2.48288",NULL,"18.4",NULL,NULL,NULL,"21.2807",NULL,"9.26634",NULL
